Transaction ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
f3c972f6-b6df-489b-b520,2024-01-02,19:42:19,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-03,17:45:00,18:15:00,18:15:00,On Time,,No
9e7c91a5-a468-46c5-b635,2024-01-02,19:43:46,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-01-03,17:45:00,19:05:00,,Cancelled,Technical Issue,No
72cbda73-ffad-4bf7-badd,2024-01-02,20:01:10,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-01-03,18:30:00,19:30:00,19:30:00,On Time,,No
2c1dbc6e-0364-4c3b-8da4,2024-01-02,20:01:42,Station,Credit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-02,21:30:00,22:00:00,22:00:00,On Time,,No
4004c35d-5716-4d69-b738,2024-01-02,20:02:34,Online,Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-01-03,18:30:00,19:00:00,19:00:00,On Time,,No
62433acd-5ccf-4593-913f,2024-01-02,20:03:09,Station,Credit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-02,21:30:00,22:00:00,22:00:00,On Time,,No
22a24b9c-04e7-4405-bf64,2024-01-02,20:06:32,Station,Contactless,Adult,Standard,Advance,23,London Kings Cross,York,2024-01-03,18:30:00,20:20:00,20:20:00,On Time,,No
3660bdd2-0f12-4cec-a1e5,2024-01-02,20:06:34,Station,Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-01-02,21:30:00,22:50:00,,Cancelled,Staff Shortage,Yes
452320e9-a181-4457-821d,2024-01-02,20:18:10,Online,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-01-03,18:45:00,20:05:00,20:05:00,On Time,,No
6c3f6019-5cc0-410e-9718,2024-01-02,20:19:43,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-03,18:45:00,19:15:00,,Cancelled,Staff Shortage,No
366a7d66-c45f-4ccc-bb60,2024-01-02,20:20:03,Online,Credit Card,None,Standard,Advance,5,Birmingham New Street,Tamworth,2024-01-03,18:45:00,19:05:00,19:05:00,On Time,,No
93d61511-514a-4285-942f,2024-01-02,20:20:20,Online,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-01-03,18:45:00,20:05:00,20:05:00,On Time,,No
09ec498e-f883-4b1d-8613,2024-01-02,20:20:41,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-03,18:45:00,19:15:00,,Cancelled,Staff Shortage,No
85afb298-b6c1-44aa-a61e,2024-01-02,20:21:26,Online,Credit Card,None,Standard,Advance,7,Birmingham New Street,Nuneaton,2024-01-03,18:45:00,19:05:00,19:05:00,On Time,,No
f526d406-784e-49d0-8d75,2024-01-02,20:21:59,Online,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-01-03,18:45:00,20:05:00,20:05:00,On Time,,No
534764eb-85fc-458b-a3b1,2024-01-02,20:23:07,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-03,18:45:00,19:15:00,,Cancelled,Staff Shortage,No
230ee644-c371-4e7e-84f2,2024-01-02,20:24:22,Online,Credit Card,None,Standard,Advance,7,Birmingham New Street,Nuneaton,2024-01-03,18:45:00,19:05:00,19:05:00,On Time,,No
78b80c75-2301-4630-ba35,2024-01-02,20:26:32,Online,Credit Card,None,Standard,Advance,7,Birmingham New Street,Nuneaton,2024-01-03,18:45:00,19:05:00,19:05:00,On Time,,No
2fc5f111-0ca8-4dfc-8c9e,2024-01-02,20:27:40,Station,Credit Card,Adult,Standard,Advance,48,London Euston,Manchester Piccadilly,2024-01-03,18:45:00,20:35:00,20:35:00,On Time,,No
1cc61966-096e-4d61-99bc,2024-01-02,20:29:19,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-01-03,17:45:00,19:35:00,19:35:00,On Time,,No
c8e25d93-57e1-4f7a-9de7,2024-01-02,20:30:13,Station,Credit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-01-03,18:45:00,20:05:00,20:05:00,On Time,,No
1a5dd49a-797b-45f5-a069,2024-01-02,20:30:17,Station,Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-01-03,17:45:00,18:45:00,18:45:00,On Time,,No
81e4e71f-be80-4d74-8ff4,2024-01-02,20:30:57,Station,Credit Card,None,Standard,Advance,5,Birmingham New Street,Stafford,2024-01-03,17:45:00,18:15:00,18:15:00,On Time,,No
4f15139a-54fc-4a07-86cb,2024-01-02,20:32:41,Station,Credit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-01-03,18:45:00,20:05:00,20:05:00,On Time,,No
937e4e1c-1957-4dd6-b8d3,2024-01-02,20:32:50,Station,Credit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-01-03,18:45:00,20:05:00,20:05:00,On Time,,No
1d2542c0-aef8-4832-be6b,2024-01-02,20:40:59,Station,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,2024-01-02,22:00:00,23:50:00,23:50:00,On Time,,No
10f41afb-726c-4987-8f9d,2024-01-02,20:45:50,Station,Credit Card,None,Standard,Off-Peak,53,London Kings Cross,York,2024-01-02,22:15:00,00:05:00,00:05:00,On Time,,No
76dedd95-555b-41c7-9af6,2024-01-02,20:52:36,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-03,19:15:00,19:45:00,19:45:00,On Time,,No
68b980f0-a503-4757-9825,2024-01-02,21:01:44,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-01-03,19:30:00,21:20:00,21:20:00,On Time,,No
3412a754-58fa-412d-8aaf,2024-01-02,21:36:39,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-01-03,20:00:00,21:00:00,21:00:00,On Time,,No
5e89f81d-2fac-4c5d-9881,2024-01-02,21:38:33,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-01-03,20:00:00,21:00:00,21:00:00,On Time,,No
6dcd8ac4-ceee-4ab9-9867,2024-01-02,21:39:38,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-01-03,20:00:00,21:00:00,21:00:00,On Time,,No
a6a5efe1-c9a2-4a4c-810f,2024-01-02,21:44:12,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-01-03,20:00:00,21:00:00,21:00:00,On Time,,No
effd6adf-ce04-4a82-9fb8,2024-01-02,21:47:08,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-03,20:15:00,20:45:00,20:45:00,On Time,,No
59a63de6-6aa9-47c7-8ad5,2024-01-02,21:55:40,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-03,20:15:00,20:45:00,20:45:00,On Time,,No
7f754385-cadf-4f4b-8558,2024-01-02,21:58:19,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-03,20:15:00,20:45:00,20:45:00,On Time,,No
9c1b6dbb-dcfe-496d-b59d,2024-01-02,22:40:21,Online,Contactless,Adult,First Class,Advance,6,Manchester Piccadilly,Liverpool Lime Street,2024-01-03,00:00:00,00:30:00,00:30:00,On Time,,No
ba4c093e-bef3-41f3-b6ef,2024-01-02,22:55:59,Station,Credit Card,Adult,First Class,Advance,39,Birmingham New Street,London St Pancras,2024-01-03,00:15:00,01:35:00,,Cancelled,Staff Shortage,Yes
fd3cf210-beac-4105-a700,2024-01-02,23:01:56,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-01-03,21:30:00,22:30:00,22:30:00,On Time,,No
3e5e367a-39a6-4d60-8c3f,2024-01-02,23:05:17,Station,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-03,00:30:00,01:00:00,01:00:00,On Time,,No
b21a09c6-17b7-4668-a6c1,2024-01-02,23:05:47,Online,Contactless,None,First Class,Advance,57,London Kings Cross,York,2024-01-03,00:30:00,02:20:00,02:20:00,On Time,,No
b48a62ca-1538-4b1e-8802,2024-01-02,23:05:48,Station,Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-01-03,21:30:00,22:00:00,22:00:00,On Time,,No
dbcb4430-e012-42e2-9dfb,2024-01-02,23:07:29,Station,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-03,21:30:00,22:00:00,22:00:00,On Time,,No
a64482b2-f885-415b-bea4,2024-01-02,23:10:03,Station,Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-01-03,21:30:00,22:00:00,22:00:00,On Time,,No
929c1f5a-5091-404c-8833,2024-01-02,23:44:41,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-01-03,22:00:00,23:00:00,23:00:00,On Time,,No
4c719ce1-40ee-410f-8075,2024-01-02,23:58:39,Station,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-01-03,22:15:00,23:35:00,23:35:00,On Time,,No
9a799e74-426b-4c39-9f93,2024-01-03,00:02:17,Station,Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-01-03,01:30:00,02:00:00,02:00:00,On Time,,No
36484589-5a32-4b61-bd71,2024-01-03,00:05:02,Online,Contactless,None,Standard,Off-Peak,107,London Euston,Manchester Piccadilly,2024-01-03,22:30:00,00:20:00,00:20:00,On Time,,No
fe239807-2e7c-457d-b0b2,2024-01-03,00:05:05,Online,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,2024-01-03,01:30:00,02:30:00,02:30:00,On Time,,No
81a6232e-3947-44e0-9e4a,2024-01-03,00:07:02,Station,Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-01-03,22:30:00,23:50:00,23:50:00,On Time,,No
c498e966-e75f-49ae-b0a0,2024-01-03,00:08:45,Station,Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-01-03,01:30:00,02:00:00,02:00:00,On Time,,No
6a79319c-2737-4bc7-831c,2024-01-03,00:14:18,Online,Contactless,Disabled,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-03,01:30:00,02:00:00,02:00:00,On Time,,No
fcc0dcc2-c487-4435-a596,2024-01-03,00:15:32,Online,Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-01-03,01:45:00,02:15:00,02:15:00,On Time,,No
91f8d61c-0daa-4001-99cb,2024-01-03,00:25:49,Online,Contactless,None,Standard,Off-Peak,11,York,Durham,2024-01-03,01:45:00,02:35:00,02:35:00,On Time,,No
06c72821-82d7-41e6-a467,2024-01-03,00:55:46,Station,Contactless,None,Standard,Off-Peak,19,London Paddington,Reading,2024-01-03,23:15:00,00:15:00,00:15:00,On Time,,No
1e186a70-e957-4e66-85db,2024-01-03,01:22:00,Online,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-01-03,02:45:00,04:05:00,04:05:00,On Time,,No
1bc52686-8370-4dc8-bc1d,2024-01-03,01:22:48,Online,Contactless,Disabled,Standard,Advance,5,York,Durham,2024-01-04,23:45:00,00:35:00,00:35:00,On Time,,No
f3329386-edaa-4cdd-a35b,2024-01-03,01:24:11,Online,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-01-03,02:45:00,04:05:00,04:05:00,On Time,,No
55c2cc34-2646-47c0-a6ad,2024-01-03,01:24:42,Online,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-01-03,02:45:00,04:05:00,04:05:00,On Time,,No
c1e45d63-af0f-4a60-bcc5,2024-01-03,01:27:45,Online,Contactless,Disabled,Standard,Off-Peak,8,York,Durham,2024-01-03,23:45:00,00:35:00,00:35:00,On Time,,No
0dc70844-9c59-43d2-9c10,2024-01-03,01:30:45,Online,Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-01-03,03:00:00,03:30:00,03:30:00,On Time,,No
66eaf403-c958-4175-a894,2024-01-03,01:46:29,Online,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-04,00:15:00,00:45:00,00:45:00,On Time,,No
17d811d3-29e1-4c47-a947,2024-01-03,01:50:18,Station,Credit Card,Disabled,Standard,Off-Peak,13,London Paddington,Reading,2024-01-03,03:15:00,04:15:00,04:15:00,On Time,,No
90f7c22d-107e-43c2-9e09,2024-01-03,01:52:14,Station,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-04,00:15:00,00:45:00,00:45:00,On Time,,No
6b1728ed-2821-46b8-9b19,2024-01-03,02:07:04,Station,Contactless,None,Standard,Off-Peak,50,Birmingham New Street,Reading,2024-01-03,03:30:00,05:00:00,05:00:00,On Time,,No
0567ec14-6dac-4644-959c,2024-01-03,02:10:09,Station,Credit Card,None,Standard,Off-Peak,11,York,Durham,2024-01-03,03:30:00,04:20:00,04:32:00,Delayed,Weather Conditions,No
cd046d0a-8cfd-4268-96c6,2024-01-03,02:20:52,Online,Contactless,None,Standard,Off-Peak,59,York,Birmingham New Street,2024-01-03,03:45:00,06:00:00,06:00:00,On Time,,No
1518fb39-b0ba-4754-b56b,2024-01-03,02:38:11,Online,Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-01-03,04:00:00,04:30:00,04:30:00,On Time,,No
29d1c23e-7f88-4ad1-a0ce,2024-01-03,02:50:38,Station,Contactless,Adult,Standard,Off-Peak,7,London Euston,Birmingham New Street,2024-01-03,04:15:00,05:35:00,,Cancelled,Weather,No
f080cf8c-2492-4811-9c20,2024-01-03,02:51:20,Station,Contactless,Adult,Standard,Off-Peak,7,London Euston,Birmingham New Street,2024-01-03,04:15:00,05:35:00,,Cancelled,Weather,Yes
0531f876-553e-4909-a85b,2024-01-03,03:13:43,Online,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-04,01:30:00,02:00:00,02:00:00,On Time,,No
f8de02ad-371e-426c-ae38,2024-01-03,03:16:48,Station,Credit Card,None,First Class,Advance,54,London St Pancras,Birmingham New Street,2024-01-04,01:45:00,03:05:00,03:05:00,On Time,,No
aea7454b-943b-49f3-962a,2024-01-03,03:18:57,Online,Contactless,None,Standard,Advance,8,York,Durham,2024-01-04,01:45:00,02:35:00,,Cancelled,Signal failure,Yes
212bf102-2ea5-4bce-bd23,2024-01-03,03:20:12,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-04,01:45:00,02:15:00,02:15:00,On Time,,No
3495b8f6-e3ff-4daf-a8f3,2024-01-03,03:24:32,Online,Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-01-03,04:45:00,05:15:00,05:15:00,On Time,,No
f971842e-dfcc-47a2-a3f0,2024-01-03,03:26:17,Online,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,2024-01-03,04:45:00,06:35:00,06:35:00,On Time,,No
6753133a-02af-4fcf-b4c7,2024-01-03,03:33:15,Station,Contactless,None,First Class,Off-Peak,15,Liverpool Lime Street,Manchester Piccadilly,2024-01-03,05:00:00,05:30:00,05:30:00,On Time,,No
fb88ade6-a7f3-4ec6-94f2,2024-01-03,03:34:52,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-04,02:00:00,02:30:00,02:30:00,On Time,,No
38a3ccd5-1c43-4ba0-8626,2024-01-03,03:56:53,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-01-04,02:15:00,03:35:00,03:35:00,On Time,,No
23f86f27-ca63-4eef-8f39,2024-01-03,04:33:15,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-04,03:00:00,03:30:00,03:30:00,On Time,,No
a4612035-a54d-44ff-b829,2024-01-03,04:42:58,Online,Contactless,None,Standard,Anytime,70,London Kings Cross,York,2024-01-03,06:00:00,07:50:00,07:50:00,On Time,,No
f446163b-b565-4660-a0e8,2024-01-03,04:46:09,Online,Debit Card,Senior,Standard,Anytime,5,Reading,Didcot,2024-01-03,06:15:00,06:30:00,06:30:00,On Time,,No
b8b45a91-70c8-4132-8ea1,2024-01-03,04:51:10,Online,Debit Card,Senior,Standard,Anytime,7,Reading,Oxford,2024-01-03,06:15:00,06:40:00,06:40:00,On Time,,No
3b161471-6e85-4432-8768,2024-01-03,04:56:47,Online,Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-03,06:15:00,06:45:00,,Cancelled,Signal Failure,No
86126d2b-7212-4848-b1f6,2024-01-03,04:56:57,Station,Contactless,None,Standard,Anytime,70,London Kings Cross,York,2024-01-03,06:15:00,08:05:00,08:05:00,On Time,,No
6a7a0e6e-8988-4ee4-b041,2024-01-03,04:57:17,Online,Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-03,06:15:00,06:45:00,,Cancelled,Signal Failure,No
6a574cfe-c92c-46a5-a7d6,2024-01-03,05:01:11,Online,Credit Card,Disabled,Standard,Anytime,7,York,Doncaster,2024-01-03,06:30:00,07:00:00,07:00:00,On Time,,No
4d167913-96de-49f1-88b2,2024-01-03,05:04:14,Online,Credit Card,Disabled,First Class,Anytime,78,Birmingham New Street,London St Pancras,2024-01-03,06:30:00,07:50:00,07:50:00,On Time,,No
d4b7a9ec-5453-42c3-b0a9,2024-01-03,05:06:50,Station,Contactless,None,Standard,Anytime,13,London Euston,Birmingham New Street,2024-01-03,06:30:00,07:50:00,07:50:00,On Time,,No
c37714cb-dc95-4725-8cf9,2024-01-03,05:09:06,Online,Credit Card,Disabled,Standard,Anytime,7,York,Doncaster,2024-01-03,06:30:00,07:00:00,07:00:00,On Time,,No
67a17c4d-4c31-408b-9db1,2024-01-03,05:10:01,Online,Contactless,Senior,Standard,Anytime,29,Birmingham New Street,London St Pancras,2024-01-03,06:30:00,07:50:00,07:50:00,On Time,,No
ecec24b3-4fab-44a6-b755,2024-01-03,05:13:36,Online,Contactless,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-03,06:30:00,07:00:00,07:00:00,On Time,,No
06fe01e3-07a8-48b6-9567,2024-01-03,05:17:04,Online,Contactless,None,Standard,Anytime,25,London Paddington,Reading,2024-01-03,06:45:00,07:45:00,07:45:00,On Time,,No
e4d1d0b1-e782-47bf-96eb,2024-01-03,05:18:15,Station,Credit Card,None,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,2024-01-03,06:45:00,07:15:00,07:15:00,On Time,,No
ab221293-807c-48a1-851c,2024-01-03,05:19:08,Station,Credit Card,None,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,2024-01-03,06:45:00,07:15:00,07:15:00,On Time,,No
da1454c1-5cf7-4570-9cd1,2024-01-03,05:27:35,Online,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-01-04,03:45:00,05:05:00,05:05:00,On Time,,No
b73bc468-2949-403e-885d,2024-01-03,05:40:27,Online,Credit Card,None,Standard,Anytime,44,Birmingham New Street,London St Pancras,2024-01-03,07:00:00,08:20:00,08:20:00,On Time,,No
3b06126d-25aa-4cf5-a6a9,2024-01-03,05:43:17,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-01-04,04:00:00,05:50:00,05:50:00,On Time,,No
7ec081d9-562f-47ae-b507,2024-01-03,05:58:17,Online,Credit Card,None,Standard,Anytime,13,London Euston,Birmingham New Street,2024-01-03,07:15:00,08:35:00,08:35:00,On Time,,No
0a5d1eb8-0010-4e29-a37c,2024-01-03,05:58:18,Station,Contactless,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-01-04,04:15:00,05:35:00,05:35:00,On Time,,No
b5333cc5-c93c-4636-8716,2024-01-03,06:01:01,Online,Credit Card,None,Standard,Advance,86,Manchester Piccadilly,London Paddington,2024-01-04,04:30:00,06:45:00,06:45:00,On Time,,No
63be4bf9-6aea-4ae6-9075,2024-01-03,06:01:49,Online,Credit Card,None,Standard,Anytime,18,Reading,Swindon,2024-01-03,07:30:00,08:15:00,08:15:00,On Time,,No
c8622e35-5c3c-4bea-9d7d,2024-01-03,06:05:46,Online,Credit Card,None,Standard,Anytime,18,Reading,Swindon,2024-01-03,07:30:00,08:15:00,08:15:00,On Time,,No
7acf8217-c84f-4c28-a6fc,2024-01-03,06:06:36,Online,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,2024-01-03,07:30:00,09:20:00,09:20:00,On Time,,No
65706c68-9a7b-4029-ad1d,2024-01-03,06:10:50,Online,Credit Card,None,Standard,Advance,22,Birmingham New Street,London St Pancras,2024-01-04,04:30:00,05:50:00,05:50:00,On Time,,No
17b0c64f-f700-4cb1-bbfb,2024-01-03,06:11:24,Station,Contactless,None,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,2024-01-03,07:30:00,08:00:00,08:00:00,On Time,,No
6d6bbf58-b391-4e23-85ce,2024-01-03,06:11:54,Online,Credit Card,Disabled,Standard,Anytime,7,York,Doncaster,2024-01-03,07:30:00,08:00:00,08:00:00,On Time,,No
46966df4-a34c-40dc-ac29,2024-01-03,06:12:43,Online,Credit Card,None,Standard,Anytime,18,Reading,Swindon,2024-01-03,07:30:00,08:15:00,08:15:00,On Time,,No
a8a138db-2051-4a78-9e9b,2024-01-03,06:14:54,Online,Credit Card,None,Standard,Anytime,18,Reading,Swindon,2024-01-03,07:30:00,08:15:00,08:15:00,On Time,,No
74b42e83-6f47-41ce-9aaa,2024-01-03,06:20:23,Online,Contactless,None,Standard,Anytime,13,London Euston,Birmingham New Street,2024-01-03,07:45:00,09:05:00,09:05:00,On Time,,No
01e30b75-e89b-4f04-8c77,2024-01-03,06:27:42,Online,Contactless,None,Standard,Anytime,13,London Euston,Birmingham New Street,2024-01-03,07:45:00,09:05:00,09:05:00,On Time,,No
82f48ef5-29ef-41c9-98dc,2024-01-03,06:31:47,Online,Credit Card,Disabled,Standard,Anytime,95,London Euston,Manchester Piccadilly,2024-01-03,08:00:00,09:50:00,09:50:00,On Time,,No
7c7abfc7-41c0-48f4-b9a1,2024-01-03,06:32:24,Station,Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-01-03,08:00:00,10:15:00,11:09:00,Delayed,Weather,No
19550585-bfed-41a9-a8c8,2024-01-03,06:35:56,Station,Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-01-03,08:00:00,10:15:00,11:09:00,Delayed,Weather,No
7e4ebb6e-e31b-4120-99c3,2024-01-03,06:38:42,Station,Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-01-03,08:00:00,10:15:00,11:09:00,Delayed,Weather,No
5cc76758-2910-4f47-bdf8,2024-01-03,06:39:46,Station,Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-01-03,08:00:00,10:15:00,11:09:00,Delayed,Weather,No
019b9ece-34fc-4c6d-8884,2024-01-03,06:39:48,Online,Contactless,None,Standard,Anytime,11,Birmingham New Street,Liverpool Lime Street,2024-01-03,08:00:00,09:30:00,09:30:00,On Time,,No
4761292b-61d3-48d5-a03d,2024-01-03,06:41:37,Online,Credit Card,Disabled,First Class,Anytime,144,London Euston,Manchester Piccadilly,2024-01-03,08:00:00,09:50:00,09:50:00,On Time,,No
62075eb6-e568-4c0e-94e5,2024-01-03,06:54:34,Online,Credit Card,Adult,Standard,Anytime,11,London St Pancras,Birmingham New Street,2024-01-03,08:15:00,09:35:00,09:35:00,On Time,,No
017ba850-93f7-4abd-84cf,2024-01-03,07:03:45,Station,Contactless,None,First Class,Anytime,19,Manchester Piccadilly,Liverpool Lime Street,2024-01-03,08:30:00,09:00:00,09:00:00,On Time,,No
114de5dc-e2d9-4be1-b708,2024-01-03,07:05:02,Online,Credit Card,Adult,Standard,Anytime,17,London Paddington,Reading,2024-01-03,08:30:00,09:30:00,09:30:00,On Time,,No
32aa5425-dc6b-4043-8e63,2024-01-03,07:14:29,Online,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,2024-01-03,07:30:00,09:20:00,09:20:00,On Time,,No
55f855ca-f5e4-41cc-9137,2024-01-03,07:17:49,Station,Credit Card,Adult,Standard,Advance,43,London Kings Cross,Liverpool Lime Street,2024-01-04,05:45:00,08:00:00,08:00:00,On Time,,No
bb28209f-3487-460e-a099,2024-01-03,07:18:15,Online,Credit Card,None,First Class,Anytime,54,London Paddington,Reading,2024-01-03,07:45:00,08:45:00,08:45:00,On Time,,No
45653aa8-e1af-4de7-81f2,2024-01-03,07:19:19,Online,Credit Card,None,Standard,Anytime,35,London Paddington,Oxford,2024-01-03,07:45:00,09:15:00,09:15:00,On Time,,No
410b723e-da3b-473b-8a66,2024-01-03,07:19:56,Online,Credit Card,None,First Class,Anytime,54,London Paddington,Reading,2024-01-03,07:45:00,08:45:00,08:45:00,On Time,,No
886e5232-c932-4f1b-b804,2024-01-03,07:20:30,Online,Credit Card,None,First Class,Anytime,114,London Kings Cross,York,2024-01-03,07:45:00,09:35:00,09:35:00,On Time,,No
4232e0b9-4bc5-4919-8635,2024-01-03,07:21:23,Online,Credit Card,None,Standard,Anytime,35,London Paddington,Oxford,2024-01-03,07:45:00,09:15:00,09:15:00,On Time,,No
7dba25ab-9126-4a42-b38f,2024-01-03,07:21:48,Online,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,2024-01-03,07:45:00,08:45:00,08:45:00,On Time,,No
271c72c3-3bf9-4cf8-bfbe,2024-01-03,07:23:52,Station,Contactless,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-01-04,05:45:00,06:15:00,06:39:00,Delayed,Signal Failure,No
cf8a0aa3-6218-439e-b093,2024-01-03,07:25:02,Online,Contactless,None,Standard,Anytime,25,London Paddington,Reading,2024-01-03,08:45:00,09:45:00,09:45:00,On Time,,No
96f4660d-6f44-4a37-81b3,2024-01-03,07:25:28,Online,Contactless,None,First Class,Anytime,54,London Paddington,Reading,2024-01-03,08:45:00,09:45:00,09:45:00,On Time,,No
4c432a85-cc1e-4c04-a4f2,2024-01-03,07:27:49,Online,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,2024-01-03,07:45:00,08:45:00,08:45:00,On Time,,No
c20c553d-99d7-4b76-a3c2,2024-01-03,07:28:13,Online,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,2024-01-03,07:45:00,08:45:00,08:45:00,On Time,,No
cfce868b-b4e2-47e1-a504,2024-01-03,07:29:11,Online,Credit Card,None,Standard,Anytime,35,London Paddington,Oxford,2024-01-03,07:45:00,09:15:00,09:15:00,On Time,,No
5cd3b6b4-a3ac-4ed0-a3ec,2024-01-03,07:42:40,Online,Credit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-03,09:00:00,09:30:00,09:30:00,On Time,,No
058ffd0f-156a-4c0a-9433,2024-01-03,07:45:16,Online,Credit Card,Senior,First Class,Advance,6,Manchester Piccadilly,Liverpool Lime Street,2024-01-04,06:15:00,06:45:00,06:45:00,On Time,,No
